$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
$GPGSA,M,3,05,18,23,24,,,,,,,,,1.5,0.7,1.4,1*2E
